J000	ChIP-seq_RCOR1
J000	ChIP-seq_CTCF
J005	ChIP-seq_H3K36me3
J010	ChIP-seq_H3K10
J011	ChIP-seq_RCOR1
J020	ChIP-seq_RCOR1
